date,division,pdsi
1895-01-01,7,0.42
1895-02-01,7,0.6
1895-03-01,7,0.71
1895-04-01,7,0.48
1895-05-01,7,0.51
1895-06-01,7,0.86
1895-07-01,7,0.97
1895-08-01,7,0.96
1895-09-01,7,0.85
1895-10-01,7,0.3
1895-11-01,7,0.75
1895-12-01,7,0.4
1896-01-01,7,0.27
1896-02-01,7,0.41
1896-03-01,7,0.84
1896-04-01,7,2.9
1896-05-01,7,2.8
1896-06-01,7,3.07
1896-07-01,7,2.89
1896-08-01,7,2.07
1896-09-01,7,2.35
1896-10-01,7,2.78
1896-11-01,7,3.24
1896-12-01,7,2.92
1897-01-01,7,4.12
1897-02-01,7,4.13
1897-03-01,7,4.7
1897-04-01,7,5.2
1897-05-01,7,4.06
1897-06-01,7,4.11
1897-07-01,7,4.85
1897-08-01,7,5.1
1897-09-01,7,4.51
1897-10-01,7,4.3
1897-11-01,7,-0.04
1897-12-01,7,-0.04
1898-01-01,7,-0.35
1898-02-01,7,-0.45
1898-03-01,7,-0.59
1898-04-01,7,-0.73
1898-05-01,7,0.8
1898-06-01,7,-0.66
1898-07-01,7,-0.18
1898-08-01,7,-0.7
1898-09-01,7,-1.0
1898-10-01,7,-0.62
1898-11-01,7,-0.88
1898-12-01,7,-1.21
1899-01-01,7,-1.26
1899-02-01,7,-1.41
1899-03-01,7,-1.62
1899-04-01,7,-1.64
1899-05-01,7,0.44
1899-06-01,7,0.4
1899-07-01,7,-0.49
1899-08-01,7,0.68
1899-09-01,7,-0.72
1899-10-01,7,-0.27
1899-11-01,7,-0.82
1899-12-01,7,-1.0
1900-01-01,7,-1.26
1900-02-01,7,-1.51
1900-03-01,7,-1.1
1900-04-01,7,-1.37
1900-05-01,7,-2.45
1900-06-01,7,-2.83
1900-07-01,7,1.3
1900-08-01,7,2.93
1900-09-01,7,4.13
1900-10-01,7,4.09
1900-11-01,7,3.53
1900-12-01,7,3.1
1901-01-01,7,2.64
1901-02-01,7,2.28
1901-03-01,7,1.9
1901-04-01,7,1.51
1901-05-01,7,0.94
1901-06-01,7,1.92
1901-07-01,7,1.37
1901-08-01,7,1.18
1901-09-01,7,3.59
1901-10-01,7,3.46
1901-11-01,7,3.08
1901-12-01,7,3.02
1902-01-01,7,2.88
1902-02-01,7,2.68
1902-03-01,7,3.2
1902-04-01,7,2.96
1902-05-01,7,2.73
1902-06-01,7,2.83
1902-07-01,7,2.88
1902-08-01,7,3.98
1902-09-01,7,3.09
1902-10-01,7,2.66
1902-11-01,7,2.3
1902-12-01,7,3.11
1903-01-01,7,2.76
1903-02-01,7,2.53
1903-03-01,7,2.54
1903-04-01,7,2.19
1903-05-01,7,2.43
1903-06-01,7,2.27
1903-07-01,7,3.05
1903-08-01,7,3.79
1903-09-01,7,4.57
1903-10-01,7,4.3
1903-11-01,7,3.83
1903-12-01,7,3.82
1904-01-01,7,3.4
1904-02-01,7,3.18
1904-03-01,7,2.68
1904-04-01,7,2.87
1904-05-01,7,2.57
1904-06-01,7,2.69
1904-07-01,7,3.15
1904-08-01,7,3.22
1904-09-01,7,-0.33
1904-10-01,7,-0.01
1904-11-01,7,-0.57
1904-12-01,7,-0.59
1905-01-01,7,-0.54
1905-02-01,7,-0.5
1905-03-01,7,-1.03
1905-04-01,7,-1.51
1905-05-01,7,1.99
1905-06-01,7,3.56
1905-07-01,7,4.27
1905-08-01,7,5.08
1905-09-01,7,4.63
1905-10-01,7,4.79
1905-11-01,7,5.23
1905-12-01,7,4.66
1906-01-01,7,4.39
1906-02-01,7,3.95
1906-03-01,7,4.05
1906-04-01,7,3.93
1906-05-01,7,4.32
1906-06-01,7,4.43
1906-07-01,7,4.12
1906-08-01,7,5.84
1906-09-01,7,6.53
1906-10-01,7,7.09
1906-11-01,7,6.9
1906-12-01,7,6.64
1907-01-01,7,6.92
1907-02-01,7,6.46
1907-03-01,7,5.96
1907-04-01,7,5.48
1907-05-01,7,5.81
1907-06-01,7,5.65
1907-07-01,7,6.23
1907-08-01,7,5.31
1907-09-01,7,4.82
1907-10-01,7,4.16
1907-11-01,7,3.27
1907-12-01,7,2.94
1908-01-01,7,2.38
1908-02-01,7,2.72
1908-03-01,7,2.52
1908-04-01,7,2.31
1908-05-01,7,3.24
1908-06-01,7,4.24
1908-07-01,7,4.55
1908-08-01,7,4.56
1908-09-01,7,4.12
1908-10-01,7,4.27
1908-11-01,7,4.6
1908-12-01,7,4.46
1909-01-01,7,4.49
1909-02-01,7,4.74
1909-03-01,7,4.21
1909-04-01,7,3.65
1909-05-01,7,4.01
1909-06-01,7,3.66
1909-07-01,7,4.09
1909-08-01,7,4.86
1909-09-01,7,4.25
1909-10-01,7,4.18
1909-11-01,7,4.15
1909-12-01,7,4.77
1910-01-01,7,5.2
1910-02-01,7,4.86
1910-03-01,7,-0.69
1910-04-01,7,-0.88
1910-05-01,7,-1.27
1910-06-01,7,-1.63
1910-07-01,7,-1.71
1910-08-01,7,-1.58
1910-09-01,7,-1.82
1910-10-01,7,-2.27
1910-11-01,7,-2.5
1910-12-01,7,-2.52
1911-01-01,7,-2.39
1911-02-01,7,-2.31
1911-03-01,7,-2.98
1911-04-01,7,-3.4
1911-05-01,7,-3.74
1911-06-01,7,-4.85
1911-07-01,7,-4.76
1911-08-01,7,0.26
1911-09-01,7,0.66
1911-10-01,7,1.68
1911-11-01,7,1.38
1911-12-01,7,1.28
1912-01-01,7,1.03
1912-02-01,7,0.64
1912-03-01,7,0.04
1912-04-01,7,0.91
1912-05-01,7,0.85
1912-06-01,7,0.28
1912-07-01,7,1.05
1912-08-01,7,1.82
1912-09-01,7,1.78
1912-10-01,7,-0.53
1912-11-01,7,-1.08
1912-12-01,7,-1.23
1913-01-01,7,-1.5
1913-02-01,7,-1.7
1913-03-01,7,-1.94
1913-04-01,7,-2.09
1913-05-01,7,-1.15
1913-06-01,7,-1.72
1913-07-01,7,-0.93
1913-08-01,7,-1.2
1913-09-01,7,-1.54
1913-10-01,7,-1.2
1913-11-01,7,-1.51
1913-12-01,7,-1.75
1914-01-01,7,-1.69
1914-02-01,7,-1.61
1914-03-01,7,-2.06
1914-04-01,7,0.31
1914-05-01,7,1.24
1914-06-01,7,3.55
1914-07-01,7,3.06
1914-08-01,7,2.91
1914-09-01,7,3.58
1914-10-01,7,3.78
1914-11-01,7,2.88
1914-12-01,7,2.52
1915-01-01,7,2.24
1915-02-01,7,2.8
1915-03-01,7,2.49
1915-04-01,7,2.0
1915-05-01,7,2.11
1915-06-01,7,2.75
1915-07-01,7,4.28
1915-08-01,7,4.32
1915-09-01,7,4.66
1915-10-01,7,4.52
1915-11-01,7,4.07
1915-12-01,7,3.94
1916-01-01,7,4.74
1916-02-01,7,4.48
1916-03-01,7,4.47
1916-04-01,7,4.27
1916-05-01,7,5.03
1916-06-01,7,5.1
1916-07-01,7,4.67
1916-08-01,7,5.81
1916-09-01,7,5.16
1916-10-01,7,4.47
1916-11-01,7,3.59
1916-12-01,7,3.44
1917-01-01,7,4.03
1917-02-01,7,3.66
1917-03-01,7,3.8
1917-04-01,7,4.56
1917-05-01,7,4.08
1917-06-01,7,3.6
1917-07-01,7,3.27
1917-08-01,7,2.66
1917-09-01,7,3.01
1917-10-01,7,-0.35
1917-11-01,7,-1.0
1917-12-01,7,-1.12
1918-01-01,7,-1.06
1918-02-01,7,-1.19
1918-03-01,7,-1.66
1918-04-01,7,-0.03
1918-05-01,7,0.6
1918-06-01,7,0.26
1918-07-01,7,1.12
1918-08-01,7,1.36
1918-09-01,7,0.78
1918-10-01,7,0.58
1918-11-01,7,1.5
1918-12-01,7,2.05
1919-01-01,7,1.7
1919-02-01,7,2.12
1919-03-01,7,2.13
1919-04-01,7,2.59
1919-05-01,7,2.89
1919-06-01,7,3.77
1919-07-01,7,4.57
1919-08-01,7,4.01
1919-09-01,7,3.34
1919-10-01,7,3.43
1919-11-01,7,4.14
1919-12-01,7,3.64
1920-01-01,7,3.27
1920-02-01,7,2.98
1920-03-01,7,3.48
1920-04-01,7,4.31
1920-05-01,7,5.07
1920-06-01,7,6.27
1920-07-01,7,6.6
1920-08-01,7,6.51
1920-09-01,7,5.97
1920-10-01,7,5.04
1920-11-01,7,5.03
1920-12-01,7,4.63
1921-01-01,7,4.13
1921-02-01,7,3.45
1921-03-01,7,3.45
1921-04-01,7,3.13
1921-05-01,7,2.9
1921-06-01,7,1.3
1921-07-01,7,1.74
1921-08-01,7,1.95
1921-09-01,7,3.72
1921-10-01,7,3.18
1921-11-01,7,2.93
1921-12-01,7,2.52
1922-01-01,7,2.92
1922-02-01,7,3.78
1922-03-01,7,3.79
1922-04-01,7,3.22
1922-05-01,7,3.18
1922-06-01,7,-0.2
1922-07-01,7,-0.14
1922-08-01,7,-0.8
1922-09-01,7,-1.82
1922-10-01,7,-2.15
1922-11-01,7,1.62
1922-12-01,7,-0.08
1923-01-01,7,0.11
1923-02-01,7,-0.26
1923-03-01,7,-0.62
1923-04-01,7,-0.39
1923-05-01,7,-0.54
1923-06-01,7,0.71
1923-07-01,7,0.97
1923-08-01,7,1.09
1923-09-01,7,1.2
1923-10-01,7,-0.19
1923-11-01,7,-0.63
1923-12-01,7,-0.81
1924-01-01,7,-1.09
1924-02-01,7,-1.05
1924-03-01,7,-0.77
1924-04-01,7,-0.94
1924-05-01,7,-1.14
1924-06-01,7,1.59
1924-07-01,7,1.6
1924-08-01,7,2.93
1924-09-01,7,2.98
1924-10-01,7,2.62
1924-11-01,7,2.14
1924-12-01,7,2.24
1925-01-01,7,2.28
1925-02-01,7,-0.17
1925-03-01,7,-0.76
1925-04-01,7,-1.12
1925-05-01,7,-1.96
1925-06-01,7,-0.65
1925-07-01,7,-0.71
1925-08-01,7,-1.5
1925-09-01,7,-2.02
1925-10-01,7,-2.0
1925-11-01,7,-1.91
1925-12-01,7,-1.94
1926-01-01,7,-1.19
1926-02-01,7,-1.45
1926-03-01,7,-2.06
1926-04-01,7,-3.03
1926-05-01,7,-3.63
1926-06-01,7,-3.8
1926-07-01,7,-3.89
1926-08-01,7,-3.56
1926-09-01,7,0.62
1926-10-01,7,0.98
1926-11-01,7,0.79
1926-12-01,7,0.71
1927-01-01,7,0.41
1927-02-01,7,0.11
1927-03-01,7,0.08
1927-04-01,7,1.34
1927-05-01,7,2.27
1927-06-01,7,1.69
1927-07-01,7,2.56
1927-08-01,7,2.42
1927-09-01,7,-0.07
1927-10-01,7,-0.51
1927-11-01,7,-0.48
1927-12-01,7,0.62
1928-01-01,7,-0.24
1928-02-01,7,-0.25
1928-03-01,7,-0.75
1928-04-01,7,-0.99
1928-05-01,7,-1.92
1928-06-01,7,0.18
1928-07-01,7,0.33
1928-08-01,7,0.75
1928-09-01,7,0.7
1928-10-01,7,0.89
1928-11-01,7,1.11
1928-12-01,7,0.74
1929-01-01,7,1.45
1929-02-01,7,1.47
1929-03-01,7,1.69
1929-04-01,7,2.26
1929-05-01,7,-0.21
1929-06-01,7,-1.08
1929-07-01,7,-1.06
1929-08-01,7,-1.61
1929-09-01,7,1.29
1929-10-01,7,1.81
1929-11-01,7,-0.13
1929-12-01,7,-0.3
1930-01-01,7,0.15
1930-02-01,7,0.4
1930-03-01,7,-0.29
1930-04-01,7,-0.46
1930-05-01,7,0.43
1930-06-01,7,-0.27
1930-07-01,7,-1.22
1930-08-01,7,-1.4
1930-09-01,7,0.03
1930-10-01,7,0.42
1930-11-01,7,1.05
1930-12-01,7,-0.33
1931-01-01,7,-0.58
1931-02-01,7,-0.79
1931-03-01,7,-1.04
1931-04-01,7,-1.69
1931-05-01,7,-1.77
1931-06-01,7,-2.64
1931-07-01,7,-3.69
1931-08-01,7,-4.25
1931-09-01,7,-4.52
1931-10-01,7,-4.31
1931-11-01,7,-3.9
1931-12-01,7,-2.86
1932-01-01,7,-2.43
1932-02-01,7,-2.53
1932-03-01,7,-2.67
1932-04-01,7,-2.63
1932-05-01,7,-2.59
1932-06-01,7,-2.49
1932-07-01,7,-3.05
1932-08-01,7,-2.68
1932-09-01,7,-2.61
1932-10-01,7,-2.59
1932-11-01,7,-2.7
1932-12-01,7,-2.69
1933-01-01,7,-2.85
1933-02-01,7,-3.07
1933-03-01,7,-3.02
1933-04-01,7,-3.6
1933-05-01,7,-3.66
1933-06-01,7,-5.07
1933-07-01,7,-5.4
1933-08-01,7,-5.74
1933-09-01,7,-5.63
1933-10-01,7,-5.93
1933-11-01,7,-5.89
1933-12-01,7,-5.4
1934-01-01,7,-5.29
1934-02-01,7,-5.43
1934-03-01,7,-5.6
1934-04-01,7,-6.56
1934-05-01,7,-8.07
1934-06-01,7,-8.19
1934-07-01,7,-8.34
1934-08-01,7,-8.54
1934-09-01,7,-6.9
1934-10-01,7,-6.56
1934-11-01,7,-6.35
1934-12-01,7,-6.11
1935-01-01,7,-5.81
1935-02-01,7,-5.62
1935-03-01,7,-5.35
1935-04-01,7,-3.51
1935-05-01,7,-3.34
1935-06-01,7,-2.93
1935-07-01,7,-2.79
1935-08-01,7,-2.09
1935-09-01,7,-2.91
1935-10-01,7,-3.24
1935-11-01,7,-3.11
1935-12-01,7,-2.76
1936-01-01,7,-2.42
1936-02-01,7,-1.97
1936-03-01,7,-2.09
1936-04-01,7,-1.99
1936-05-01,7,-2.44
1936-06-01,7,-3.22
1936-07-01,7,-4.84
1936-08-01,7,-4.78
1936-09-01,7,-5.36
1936-10-01,7,-5.47
1936-11-01,7,-4.94
1936-12-01,7,-4.55
1937-01-01,7,-3.75
1937-02-01,7,-3.6
1937-03-01,7,-2.91
1937-04-01,7,-1.85
1937-05-01,7,-2.0
1937-06-01,7,-1.83
1937-07-01,7,-2.18
1937-08-01,7,-2.63
1937-09-01,7,-3.08
1937-10-01,7,-3.24
1937-11-01,7,-3.32
1937-12-01,7,-2.93
1938-01-01,7,-2.63
1938-02-01,7,-2.39
1938-03-01,7,-2.41
1938-04-01,7,-1.71
1938-05-01,7,-0.92
1938-06-01,7,-1.08
1938-07-01,7,-1.09
1938-08-01,7,-1.63
1938-09-01,7,-1.31
1938-10-01,7,-2.25
1938-11-01,7,-2.35
1938-12-01,7,-2.41
1939-01-01,7,-1.46
1939-02-01,7,-1.28
1939-03-01,7,-1.87
1939-04-01,7,-2.38
1939-05-01,7,-2.62
1939-06-01,7,-2.03
1939-07-01,7,-2.31
1939-08-01,7,-2.72
1939-09-01,7,-3.28
1939-10-01,7,-3.17
1939-11-01,7,-3.68
1939-12-01,7,-3.79
1940-01-01,7,-3.97
1940-02-01,7,-3.79
1940-03-01,7,-3.1
1940-04-01,7,-3.0
1940-05-01,7,-3.8
1940-06-01,7,-3.57
1940-07-01,7,-4.19
1940-08-01,7,-3.06
1940-09-01,7,-3.85
1940-10-01,7,-4.03
1940-11-01,7,-3.59
1940-12-01,7,-3.37
1941-01-01,7,-2.92
1941-02-01,7,-3.0
1941-03-01,7,-3.48
1941-04-01,7,-2.32
1941-05-01,7,-2.86
1941-06-01,7,-2.59
1941-07-01,7,-3.05
1941-08-01,7,-3.47
1941-09-01,7,0.29
1941-10-01,7,1.11
1941-11-01,7,-0.43
1941-12-01,7,-0.57
1942-01-01,7,-0.93
1942-02-01,7,-1.17
1942-03-01,7,0.91
1942-04-01,7,0.82
1942-05-01,7,3.07
1942-06-01,7,2.92
1942-07-01,7,3.4
1942-08-01,7,3.54
1942-09-01,7,4.23
1942-10-01,7,3.73
1942-11-01,7,3.06
1942-12-01,7,2.69
1943-01-01,7,2.66
1943-02-01,7,2.56
1943-03-01,7,2.33
1943-04-01,7,1.31
1943-05-01,7,1.28
1943-06-01,7,1.93
1943-07-01,7,2.04
1943-08-01,7,2.69
1943-09-01,7,2.22
1943-10-01,7,2.67
1943-11-01,7,2.47
1943-12-01,7,1.9
1944-01-01,7,2.45
1944-02-01,7,2.39
1944-03-01,7,2.12
1944-04-01,7,2.56
1944-05-01,7,2.72
1944-06-01,7,3.05
1944-07-01,7,3.91
1944-08-01,7,5.62
1944-09-01,7,5.36
1944-10-01,7,4.56
1944-11-01,7,4.86
1944-12-01,7,4.29
1945-01-01,7,4.13
1945-02-01,7,4.12
1945-03-01,7,3.9
1945-04-01,7,3.63
1945-05-01,7,4.14
1945-06-01,7,4.83
1945-07-01,7,4.95
1945-08-01,7,4.64
1945-09-01,7,4.49
1945-10-01,7,3.55
1945-11-01,7,3.11
1945-12-01,7,3.12
1946-01-01,7,2.55
1946-02-01,7,2.63
1946-03-01,7,3.01
1946-04-01,7,2.01
1946-05-01,7,1.91
1946-06-01,7,2.48
1946-07-01,7,2.57
1946-08-01,7,1.81
1946-09-01,7,3.19
1946-10-01,7,4.91
1946-11-01,7,5.16
1946-12-01,7,4.91
1947-01-01,7,4.77
1947-02-01,7,4.39
1947-03-01,7,4.21
1947-04-01,7,5.02
1947-05-01,7,4.07
1947-06-01,7,4.82
1947-07-01,7,3.92
1947-08-01,7,2.69
1947-09-01,7,2.66
1947-10-01,7,2.44
1947-11-01,7,3.64
1947-12-01,7,3.09
1948-01-01,7,2.63
1948-02-01,7,2.76
1948-03-01,7,2.16
1948-04-01,7,2.3
1948-05-01,7,1.58
1948-06-01,7,2.41
1948-07-01,7,3.31
1948-08-01,7,3.61
1948-09-01,7,3.35
1948-10-01,7,3.08
1948-11-01,7,-0.05
1948-12-01,7,-0.31
1949-01-01,7,0.39
1949-02-01,7,-0.33
1949-03-01,7,-0.08
1949-04-01,7,-0.85
1949-05-01,7,-1.12
1949-06-01,7,-1.55
1949-07-01,7,-1.78
1949-08-01,7,-2.5
1949-09-01,7,0.35
1949-10-01,7,0.51
1949-11-01,7,-0.44
1949-12-01,7,-0.09
1950-01-01,7,-0.09
1950-02-01,7,-0.31
1950-03-01,7,-0.31
1950-04-01,7,0.07
1950-05-01,7,0.66
1950-06-01,7,-1.03
1950-07-01,7,0.24
1950-08-01,7,0.06
1950-09-01,7,0.85
1950-10-01,7,0.93
1950-11-01,7,0.7
1950-12-01,7,0.46
1951-01-01,7,0.22
1951-02-01,7,0.09
1951-03-01,7,0.31
1951-04-01,7,0.24
1951-05-01,7,0.49
1951-06-01,7,1.82
1951-07-01,7,2.07
1951-08-01,7,3.56
1951-09-01,7,3.2
1951-10-01,7,3.48
1951-11-01,7,3.03
1951-12-01,7,3.72
1952-01-01,7,4.34
1952-02-01,7,4.45
1952-03-01,7,4.32
1952-04-01,7,-0.57
1952-05-01,7,-1.14
1952-06-01,7,-0.82
1952-07-01,7,-1.18
1952-08-01,7,-1.37
1952-09-01,7,-2.32
1952-10-01,7,-2.84
1952-11-01,7,-2.43
1952-12-01,7,-2.49
1953-01-01,7,-0.01
1953-02-01,7,0.5
1953-03-01,7,0.31
1953-04-01,7,1.65
1953-05-01,7,1.73
1953-06-01,7,2.72
1953-07-01,7,3.65
1953-08-01,7,3.55
1953-09-01,7,-0.58
1953-10-01,7,-1.26
1953-11-01,7,-1.14
1953-12-01,7,0.4
1954-01-01,7,0.14
1954-02-01,7,0.06
1954-03-01,7,0.28
1954-04-01,7,0.07
1954-05-01,7,0.2
1954-06-01,7,0.55
1954-07-01,7,-0.53
1954-08-01,7,-0.84
1954-09-01,7,-0.45
1954-10-01,7,-0.26
1954-11-01,7,-0.73
1954-12-01,7,-1.07
1955-01-01,7,-1.27
1955-02-01,7,-0.99
1955-03-01,7,-1.74
1955-04-01,7,-2.47
1955-05-01,7,-3.22
1955-06-01,7,-3.13
1955-07-01,7,-3.22
1955-08-01,7,-3.44
1955-09-01,7,-3.84
1955-10-01,7,-4.35
1955-11-01,7,-4.41
1955-12-01,7,-3.52
1956-01-01,7,-3.19
1956-02-01,7,-3.28
1956-03-01,7,-3.42
1956-04-01,7,-3.34
1956-05-01,7,-3.4
1956-06-01,7,-3.59
1956-07-01,7,0.63
1956-08-01,7,2.16
1956-09-01,7,1.56
1956-10-01,7,1.21
1956-11-01,7,1.37
1956-12-01,7,0.99
1957-01-01,7,0.63
1957-02-01,7,0.58
1957-03-01,7,0.03
1957-04-01,7,0.26
1957-05-01,7,1.69
1957-06-01,7,2.0
1957-07-01,7,1.84
1957-08-01,7,1.94
1957-09-01,7,2.16
1957-10-01,7,2.48
1957-11-01,7,2.76
1957-12-01,7,2.43
1958-01-01,7,1.99
1958-02-01,7,2.21
1958-03-01,7,-0.09
1958-04-01,7,0.15
1958-05-01,7,-0.45
1958-06-01,7,-0.48
1958-07-01,7,-0.1
1958-08-01,7,-0.83
1958-09-01,7,-1.37
1958-10-01,7,-2.09
1958-11-01,7,-1.73
1958-12-01,7,-1.8
1959-01-01,7,-1.88
1959-02-01,7,-1.83
1959-03-01,7,-2.65
1959-04-01,7,-3.52
1959-05-01,7,-2.9
1959-06-01,7,-3.65
1959-07-01,7,-4.07
1959-08-01,7,-4.13
1959-09-01,7,0.27
1959-10-01,7,0.83
1959-11-01,7,0.72
1959-12-01,7,0.92
1960-01-01,7,0.91
1960-02-01,7,0.74
1960-03-01,7,0.51
1960-04-01,7,0.71
1960-05-01,7,0.69
1960-06-01,7,1.16
1960-07-01,7,0.67
1960-08-01,7,2.2
1960-09-01,7,2.1
1960-10-01,7,1.48
1960-11-01,7,1.53
1960-12-01,7,1.83
1961-01-01,7,-0.22
1961-02-01,7,-0.27
1961-03-01,7,-0.76
1961-04-01,7,-1.06
1961-05-01,7,1.17
1961-06-01,7,1.19
1961-07-01,7,1.29
1961-08-01,7,0.87
1961-09-01,7,0.9
1961-10-01,7,1.52
1961-11-01,7,1.1
1961-12-01,7,0.95
1962-01-01,7,0.75
1962-02-01,7,1.63
1962-03-01,7,1.87
1962-04-01,7,1.87
1962-05-01,7,3.8
1962-06-01,7,4.41
1962-07-01,7,5.85
1962-08-01,7,5.51
1962-09-01,7,5.3
1962-10-01,7,-0.34
1962-11-01,7,-0.66
1962-12-01,7,-0.84
1963-01-01,7,-0.6
1963-02-01,7,-0.68
1963-03-01,7,-0.82
1963-04-01,7,-0.74
1963-05-01,7,-0.75
1963-06-01,7,-0.96
1963-07-01,7,1.97
1963-08-01,7,-0.25
1963-09-01,7,-0.15
1963-10-01,7,-0.49
1963-11-01,7,-0.65
1963-12-01,7,-0.6
1964-01-01,7,-0.87
1964-02-01,7,-1.17
1964-03-01,7,-1.18
1964-04-01,7,-0.89
1964-05-01,7,-1.23
1964-06-01,7,-1.93
1964-07-01,7,-2.19
1964-08-01,7,-1.85
1964-09-01,7,-2.11
1964-10-01,7,-2.79
1964-11-01,7,-2.99
1964-12-01,7,-2.85
1965-01-01,7,-2.96
1965-02-01,7,-3.0
1965-03-01,7,-2.99
1965-04-01,7,0.21
1965-05-01,7,1.34
1965-06-01,7,1.57
1965-07-01,7,1.21
1965-08-01,7,0.7
1965-09-01,7,2.49
1965-10-01,7,1.99
1965-11-01,7,1.77
1965-12-01,7,1.7
1966-01-01,7,1.46
1966-02-01,7,1.56
1966-03-01,7,1.41
1966-04-01,7,1.6
1966-05-01,7,-0.5
1966-06-01,7,-0.9
1966-07-01,7,0.41
1966-08-01,7,1.57
1966-09-01,7,1.58
1966-10-01,7,1.65
1966-11-01,7,-0.21
1966-12-01,7,-0.39
1967-01-01,7,0.08
1967-02-01,7,0.4
1967-03-01,7,-0.62
1967-04-01,7,-0.73
1967-05-01,7,-1.45
1967-06-01,7,1.66
1967-07-01,7,-0.2
1967-08-01,7,-0.57
1967-09-01,7,-0.74
1967-10-01,7,-0.99
1967-11-01,7,-1.4
1967-12-01,7,-1.39
1968-01-01,7,-1.51
1968-02-01,7,-1.93
1968-03-01,7,-2.8
1968-04-01,7,1.19
1968-05-01,7,0.92
1968-06-01,7,1.36
1968-07-01,7,1.82
1968-08-01,7,1.97
1968-09-01,7,2.39
1968-10-01,7,2.96
1968-11-01,7,2.75
1968-12-01,7,3.48
1969-01-01,7,3.9
1969-02-01,7,4.91
1969-03-01,7,4.48
1969-04-01,7,3.55
1969-05-01,7,3.28
1969-06-01,7,3.04
1969-07-01,7,3.74
1969-08-01,7,3.24
1969-09-01,7,2.59
1969-10-01,7,3.18
1969-11-01,7,2.62
1969-12-01,7,2.63
1970-01-01,7,2.34
1970-02-01,7,1.78
1970-03-01,7,2.01
1970-04-01,7,3.0
1970-05-01,7,2.82
1970-06-01,7,2.62
1970-07-01,7,2.44
1970-08-01,7,1.43
1970-09-01,7,0.84
1970-10-01,7,1.15
1970-11-01,7,2.03
1970-12-01,7,1.93
1971-01-01,7,1.57
1971-02-01,7,1.82
1971-03-01,7,-0.38
1971-04-01,7,-0.24
1971-05-01,7,-0.41
1971-06-01,7,-0.1
1971-07-01,7,-0.29
1971-08-01,7,-0.18
1971-09-01,7,-0.38
1971-10-01,7,1.42
1971-11-01,7,2.43
1971-12-01,7,2.48
1972-01-01,7,2.39
1972-02-01,7,2.25
1972-03-01,7,2.38
1972-04-01,7,2.88
1972-05-01,7,5.29
1972-06-01,7,4.22
1972-07-01,7,5.3
1972-08-01,7,4.45
1972-09-01,7,3.44
1972-10-01,7,3.64
1972-11-01,7,3.89
1972-12-01,7,4.11
1973-01-01,7,3.87
1973-02-01,7,3.58
1973-03-01,7,3.82
1973-04-01,7,-0.17
1973-05-01,7,-0.07
1973-06-01,7,-1.05
1973-07-01,7,-1.27
1973-08-01,7,-1.98
1973-09-01,7,-1.22
1973-10-01,7,-1.18
1973-11-01,7,-1.1
1973-12-01,7,-0.98
1974-01-01,7,-1.34
1974-02-01,7,-1.23
1974-03-01,7,-1.34
1974-04-01,7,-1.76
1974-05-01,7,-0.75
1974-06-01,7,-1.26
1974-07-01,7,-1.85
1974-08-01,7,-2.05
1974-09-01,7,-2.81
1974-10-01,7,-3.26
1974-11-01,7,-3.44
1974-12-01,7,-3.59
1975-01-01,7,-2.57
1975-02-01,7,-2.73
1975-03-01,7,-2.03
1975-04-01,7,-1.1
1975-05-01,7,-1.43
1975-06-01,7,-0.95
1975-07-01,7,-1.75
1975-08-01,7,-1.36
1975-09-01,7,-1.34
1975-10-01,7,-1.61
1975-11-01,7,-1.47
1975-12-01,7,-1.74
1976-01-01,7,-1.54
1976-02-01,7,-1.47
1976-03-01,7,-1.61
1976-04-01,7,-2.27
1976-05-01,7,-3.22
1976-06-01,7,-4.05
1976-07-01,7,-5.19
1976-08-01,7,-6.34
1976-09-01,7,-6.05
1976-10-01,7,-5.81
1976-11-01,7,-5.91
1976-12-01,7,-5.68
1977-01-01,7,-5.45
1977-02-01,7,0.46
1977-03-01,7,2.08
1977-04-01,7,1.7
1977-05-01,7,0.89
1977-06-01,7,0.7
1977-07-01,7,0.04
1977-08-01,7,0.41
1977-09-01,7,1.36
1977-10-01,7,1.87
1977-11-01,7,2.89
1977-12-01,7,3.12
1978-01-01,7,2.86
1978-02-01,7,2.75
1978-03-01,7,2.53
1978-04-01,7,3.26
1978-05-01,7,3.73
1978-06-01,7,-0.4
1978-07-01,7,-0.03
1978-08-01,7,-0.03
1978-09-01,7,-0.43
1978-10-01,7,-1.13
1978-11-01,7,-1.19
1978-12-01,7,-1.26
1979-01-01,7,0.64
1979-02-01,7,0.39
1979-03-01,7,0.79
1979-04-01,7,1.26
1979-05-01,7,1.25
1979-06-01,7,1.2
1979-07-01,7,1.86
1979-08-01,7,2.56
1979-09-01,7,-0.7
1979-10-01,7,0.72
1979-11-01,7,-0.1
1979-12-01,7,-0.35
1980-01-01,7,-0.38
1980-02-01,7,-0.35
1980-03-01,7,-0.58
1980-04-01,7,-1.38
1980-05-01,7,-2.13
1980-06-01,7,-1.44
1980-07-01,7,-1.7
1980-08-01,7,-0.89
1980-09-01,7,-1.7
1980-10-01,7,-1.46
1980-11-01,7,-1.98
1980-12-01,7,-2.22
1981-01-01,7,-2.4
1981-02-01,7,-2.38
1981-03-01,7,-2.42
1981-04-01,7,-3.41
1981-05-01,7,-4.2
1981-06-01,7,-4.57
1981-07-01,7,-4.36
1981-08-01,7,-4.22
